,name,scie,lang_x,tags,lang_names,local_name,full_lang_name,state
910,Brussels sprouts,Brassica oleracea var. gemmifera,B. Biliti Bandhakopi; G. Nani kobi; H. Choote gobi; Kan. Mara kosu; Kash. Haakh; Mal. Kalakose; Mar. Chotee gobi; O. Chota bandha; P. Chooti band gobi; Tam. Kalaikose; Tel. Chinna cabbage; U. Choti bund gobh.,vegetarian eggetarian fishetarian veg,Tam. Kalaikose,Kalaikose,Tamil,Tamil Nadu
911,Brussels sprouts,Brassica oleracea var. gemmifera,B. Biliti Bandhakopi; G. Nani kobi; H. Choote gobi; Kan. Mara kosu; Kash. Haakh; Mal. Kalakose; Mar. Chotee gobi; O. Chota bandha; P. Chooti band gobi; Tam. Kalaikose; Tel. Chinna cabbage; U. Choti bund gobh.,vegetarian eggetarian fishetarian veg,Tel. Chinna cabbage,Chinna cabbage,Telugu,Andhra Pradesh
912,Brussels sprouts,Brassica oleracea var. gemmifera,B. Biliti Bandhakopi; G. Nani kobi; H. Choote gobi; Kan. Mara kosu; Kash. Haakh; Mal. Kalakose; Mar. Chotee gobi; O. Chota bandha; P. Chooti band gobi; Tam. Kalaikose; Tel. Chinna cabbage; U. Choti bund gobh.,vegetarian eggetarian fishetarian veg,U. Choti bund gobh.,Choti bund gobh.,Urdu,Uttar Pradesh
913,Rice bran oil,,nan,vegetarian eggetarian fishetarian veg,nan,,,
914,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,A. Bondhakobi,Bondhakobi,Assamese,Assam
915,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,B. Badha kopi,Badha kopi,Bengali,West Bengal
916,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,G. Lili kobi,Lili kobi,Gujarati,Gujarat
917,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,H. Bandh gobi,Bandh gobi,Hindi,Delhi
918,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Kan. Kosu,Kosu,Kannada,Karnataka
919,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Kash. Bandh gobi,Bandh gobi,Kashmiri,Jammu and Kashmir
920,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Kh. Kubi,Kubi,Khasi,Meghalaya
921,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Mal. Muttu gose,Muttu gose,Malayalam,Kerala
922,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,M. Kobi Mana,Kobi Mana,Manipuri,Manipur
923,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Mar. Kobi,Kobi,Marathi,Maharashtra
924,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,N. Banda kovi,Banda kovi,Nepali,Nepal
925,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,O. Bandha kobi,Bandha kobi,Oriya,Orissa
926,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,P. Patta gobhi,Patta gobhi,Punjabi,Punjab
927,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,S. Shaakaprabhedah,Shaakaprabhedah,Sanskrit,Uttaranchal
928,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Tel. Gos koora,Gos koora,Telugu,Andhra Pradesh
929,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,Tam. Muttaikose,Muttaikose,Tamil,Tamil Nadu
930,"Cabbage, green",Brassica oleracea var. capitata f. alba,A. Bondhakobi; B. Badha kopi; G. Lili kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi; Mal. Muttu gose; M. Kobi Mana; Mar. Kobi; N. Banda kovi; O. Bandha kobi; P. Patta gobhi; S. Shaakaprabhedah; Tel. Gos koora; Tam. Muttaikose; U. Gobhi.,vegetarian eggetarian fishetarian veg,U. Gobhi.,Gobhi.,Urdu,Uttar Pradesh
931,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,A. Bondhakobi,Bondhakobi,Assamese,Assam
932,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,B. Badha kopi,Badha kopi,Bengali,West Bengal
933,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,"E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut","Red cabbage, Purple cabbage, Red Kraut, Blur kraut",English,Arunachal Pradesh
934,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,G. Lal kobi,Lal kobi,Gujarati,Gujarat
935,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,H. Bandh gobi,Bandh gobi,Hindi,Delhi
936,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Kan. Kosu,Kosu,Kannada,Karnataka
937,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Kash. Bandh gobi,Bandh gobi,Kashmiri,Jammu and Kashmir
938,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Kh. Kubi saw,Kubi saw,Khasi,Meghalaya
939,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Mal. Muttu gose,Muttu gose,Malayalam,Kerala
940,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Mar. Kobi,Kobi,Marathi,Maharashtra
941,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,N. Banda kovi,Banda kovi,Nepali,Nepal
942,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,O. Bandha kopee,Bandha kopee,Oriya,Orissa
943,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,P. Patta gobhi,Patta gobhi,Punjabi,Punjab
944,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,S. Shaakaprabhedah,Shaakaprabhedah,Sanskrit,Uttaranchal
945,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Tam. Muttaikose,Muttaikose,Tamil,Tamil Nadu
946,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,Tel. Gos koora,Gos koora,Telugu,Andhra Pradesh
947,"Cabbage, violet",Brassica oleracea var. capitata f. rubra,"A. Bondhakobi; B. Badha kopi; E. Red cabbage, Purple cabbage, Red Kraut, Blur kraut; G. Lal kobi; H. Bandh gobi; Kan. Kosu; Kash. Bandh gobi; Kh. Kubi saw; Mal. Muttu gose; Mar. Kobi; N. Banda kovi; O. Bandha kopee; P. Patta gobhi; S. Shaakaprabhedah; Tam. Muttaikose; Tel. Gos koora; U. Gobhi.",vegetarian eggetarian fishetarian veg,U. Gobhi.,Gobhi.,Urdu,Uttar Pradesh
948,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,A. Phul kobir pat,Phul kobir pat,Assamese,Assam
949,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,B. Phul gopi pata,Phul gopi pata,Bengali,West Bengal
950,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,G. Fulawar na pan,Fulawar na pan,Gujarati,Gujarat
951,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,H. Phul gobi patta,Phul gobi patta,Hindi,Delhi
952,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Kan. Hukosu,Hukosu,Kannada,Karnataka
953,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Kash. Phoolgobi panwathir,Phoolgobi panwathir,Kashmiri,Jammu and Kashmir
954,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Kh. Sla phul,Sla phul,Khasi,Meghalaya
955,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Mal. Cauliflower,Cauliflower,Malayalam,Kerala
956,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,M. Kobithamchetmai mana,Kobithamchetmai mana,Manipuri,Manipur
957,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Mar. Phul gobi,Phul gobi,Marathi,Maharashtra
958,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,N. Kauli,Kauli,Nepali,Nepal
959,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,O. Phula Kobi patra,Phula Kobi patra,Oriya,Orissa
960,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,P. Phool gobi di patte,Phool gobi di patte,Punjabi,Punjab
961,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,S. Gojihvaa,Gojihvaa,Sanskrit,Uttaranchal
962,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Tam. Pookosu keerai,Pookosu keerai,Tamil,Tamil Nadu
963,Cauliflower leaves,Brassica oleracea var. botrytis,A. Phul kobir pat; B. Phul gopi pata; G. Fulawar na pan; H. Phul gobi patta; Kan. Hukosu; Kash. Phoolgobi panwathir; Kh. Sla phul; Mal. Cauliflower; M. Kobithamchetmai mana; Mar. Phul gobi; N. Kauli; O. Phula Kobi patra; P. Phool gobi di patte; S. Gojihvaa; Tam. Pookosu keerai; Tel. Go puvvu; U. Phul gobi.,vegetarian eggetarian fishetarian veg,Tel. Go puvvu,Go puvvu,Telugu,Andhra Pradesh
